old_code,old_naam,new_code,new_naam,pct_retained,n_new_touched,n_old_mapping_here,change_type
BU05230002,Giessendam,BU05230405,Buitengebied Giessendam,63.9,10,1,split
BU05230003,De Peulen,BU05230202,De Peulen-Oost,61.6,6,1,split
BU05300000,De Vesting,BU19920000,De Vesting,90.9,3,1,split
BU05300001,Glaciswijk,BU19920001,Glaciswijk,100.0,2,1,recoded (gemeente change)
BU05300003,Groote Weergors,BU19920003,Groote Weergors,100.0,2,1,recoded (gemeente change)
BU05300004,Marinebuurt,BU19920004,Marinebuurt,100.0,3,1,recoded (gemeente change)
BU05300005,Dichters- en Schrijversbuurt,BU19920005,Dichters- en Schrijversbuurt,100.0,2,1,recoded (gemeente change)
BU05300100,Nieuw-Helvoet,BU19920100,Nieuw-Helvoet,100.0,1,1,recoded (gemeente change)
BU05300101,Bloemen- en Plantenbuurt,BU19920101,Bloemen- en Plantenbuurt,100.0,2,1,recoded (gemeente change)
BU05300102,Kulck-Noord,BU19920102,Kulck-Noord,100.0,1,1,recoded (gemeente change)
BU05300103,Kulck-Zuid,BU19920103,Kulck-Zuid,100.0,1,1,recoded (gemeente change)
BU05300104,Rijksstraatweg en omgeving,BU19920104,Rijksstraatweg en omgeving,100.0,2,1,recoded (gemeente change)
BU05300105,Dorp en Hoonaart,BU19920105,Dorp en Hoonaart,100.0,1,1,recoded (gemeente change)
BU05300106,Vogelbuurt,BU19920106,Vogelbuurt,100.0,1,1,recoded (gemeente change)
BU05300107,Boomgaard,BU19920107,Boomgaard,100.0,1,1,recoded (gemeente change)
BU05300200,Nieuwenhoorn,BU19920200,Nieuwenhoorn,100.0,1,1,recoded (gemeente change)
BU05300201,'t Lange Land,BU19920201,'t Lange Land,100.0,1,1,recoded (gemeente change)
BU05300300,Kanaalzicht,BU19920300,Kanaalzicht,94.5,3,1,split
BU05300301,Wittens Hoeck,BU19920301,Wittens Hoeck,100.0,1,1,recoded (gemeente change)
BU05300302,Gorsingen Hoeck,BU19920302,Gorsingen Hoeck,100.0,1,1,recoded (gemeente change)
BU05300303,Hooghen Hoeck,BU19920303,Hooghen Hoeck,100.0,1,1,recoded (gemeente change)
BU05300400,Hout Hoeffe,BU19920400,Hout Hoeffe,100.0,1,1,recoded (gemeente change)
BU05300401,Koele Nacht,BU19920401,Koele Nacht,100.0,1,1,recoded (gemeente change)
BU05300402,Morgen Stont,BU19920402,Morgen Stont,100.0,2,1,recoded (gemeente change)
BU05300404,Vlotbrug,BU19920404,Vlotbrug,100.0,2,1,recoded (gemeente change)
BU05300500,Tolhoeck,BU19920500,Tolhoeck,100.0,1,1,recoded (gemeente change)
BU05300502,Out Jaar,BU19920502,Out Jaar,100.0,1,1,recoded (gemeente change)
BU05300503,Logendal,BU19920503,Logendal,100.0,1,1,recoded (gemeente change)
BU05300504,Kruis Hoeffe,BU19920504,Kruis Hoeffe,100.0,1,1,recoded (gemeente change)
BU05300505,Salem,BU19920505,Salem,100.0,1,1,recoded (gemeente change)
BU05300600,Wagenzicht,BU19920600,Wagenzicht,100.0,2,1,recoded (gemeente change)
BU05300601,Altena,BU19920601,Altena,100.0,1,1,recoded (gemeente change)
BU05300700,Centrumgebied-West,BU19920700,Centrumgebied-West,100.0,1,1,recoded (gemeente change)
BU05300701,Centrumgebied-Oost,BU19920701,Centrumgebied-Oost,100.0,1,1,recoded (gemeente change)
BU05300800,Kickers Bloem,BU19920800,Kickers Bloem,100.0,1,1,recoded (gemeente change)
BU05300900,Duinhoeck,BU19920900,Duinhoeck,99.0,2,1,split
BU05300901,Buitengebied,BU19920901,Buitengebied,100.0,3,1,recoded (gemeente change)
BU05300902,Heliushaven,BU19920902,Heliushaven,98.6,3,1,split
BU05309997,,BU19929997,Groot binnenwater,99.8,6,2,recoded (gemeente change)
BU05309998,,BU19929998,Buitenwater,99.8,2,2,recoded (gemeente change)
BU05310101,Dorp,BU05310101,Dorp,100.0,1,1,unchanged
BU05310102,Oostendam,BU05310102,Oostendam,100.0,1,1,unchanged
BU05310103,Kruiswiel,BU05310103,Kruiswiel,100.0,1,1,unchanged
BU05310201,Krommeweg-Noord,BU05310201,Krommeweg-Noord,100.0,1,1,unchanged
BU05310202,Krommeweg-Zuid,BU05310202,Krommeweg-Zuid,100.0,1,1,unchanged
BU05310203,De Sandeling,BU05310203,De Sandeling,100.0,1,1,unchanged
BU05310204,Ambachtszone,BU05310204,Ambachtszone,100.0,1,1,unchanged
BU05310301,Volgerlanden-West,BU05310301,Volgerlanden-West,100.0,1,1,unchanged
BU05310302,Volgerlanden-Oost,BU05310302,Volgerlanden-Oost,100.0,1,1,unchanged
BU05310400,Sandelingen-Ambacht,BU05310400,Sandelingen-Ambacht,100.0,1,1,unchanged
BU05310501,Antoniapolder,BU05310501,Antoniapolder,100.0,1,1,unchanged
BU05310502,Noordoevers,BU05310502,Noordoevers,100.0,1,1,unchanged
BU05320000,Centrum Grootebroek,BU05320102,Grootebroek buitengebied noord,51.3,14,1,split
BU05320001,Lutjebroek,BU05320101,Lutjebroek buitengebied noord,53.5,6,1,split
BU05320002,Kloosterhof en Oostersluis,BU05320301,Lutjebroek buitengebied zuid,42.1,11,1,split
BU05320100,Bovenkarspel-Centrum,BU05320103,Bovenkarspel buitengebied noord,72.0,9,1,split
BU05320101,Broekerhaven,BU05320312,Buitengebied Bovenkarspel zuid,71.4,5,1,split
BU05320102,Plan Zuid en Princenhof,BU05320310,Plan Zuid,43.8,8,1,split
BU05320103,Rozeboom,BU05320207,Rozeboom,90.1,5,1,split
BU05329997,,BU05329997,Groot binnenwater,99.5,2,1,unchanged
BU05340000,Hillegom,BU05340503,Buitengebied,41.8,14,5,merged
BU05340001,Arnoud,BU05340502,De Arnoud,58.6,2,1,split
BU05340002,Oosteinde,BU05340503,Buitengebied,99.9,3,5,recoded
BU05340003,Meer en Dorp,BU05340206,Staatsliedenbuurt,22.1,10,1,split
BU05340004,Elsbroeker polder,BU05340503,Buitengebied,30.9,10,5,merged
BU05340005,Industrieterrein,BU05340104,Hillegommerbeek,51.0,5,1,split
BU05340008,Verspreide huizen in het Oosten,BU05340503,Buitengebied,89.7,3,5,merged
BU05340009,Verspreide huizen in het Westen,BU05340503,Buitengebied,100.0,2,5,recoded
BU05370101,Rijnsoever-West,BU05370106,Rijnsoever-Midden,41.8,7,1,split
BU05370102,Rijnsoever-Oost,BU05370102,Rijnsoever-Oost,93.4,4,1,split
BU05370103,Hoornes-West,BU05370103,Hoornes-West,97.0,6,1,split
BU05370104,Hoornes-Oost,BU05370104,Hoornes-Oost,96.3,3,1,split
BU05370201,'t Heen-Zuid,BU05370201,'t Heen-Zuid,96.0,4,1,split
BU05370202,'t Heen-Noord,BU05370202,'t Heen-Noord,98.3,4,1,split
BU05370301,Dorp,BU05370301,Dorp,95.6,7,1,split
BU05370302,'t Sandt,BU05370302,'t Sandt,99.4,2,1,unchanged
BU05370303,Molenwijk,BU05370303,Molenwijk,97.5,5,1,split
BU05370401,Witte Hek,BU05370509,Witte Hek,94.9,7,1,split
BU05370402,Cleijn Duin,BU05370304,Cleijn Duin,98.1,4,1,split
BU05370403,Overduin,BU05370510,Overduin,98.0,5,1,split
BU05370404,Koestal,BU05370305,Koestal,99.5,2,1,recoded
BU05370501,Strand,BU05370501,Strand,97.4,5,1,split
BU05370502,De Noord,BU05370502,De Noord,92.0,7,1,split
BU05370503,Noord-Oost,BU05370503,Noord-Oost,96.6,4,1,split
BU05370504,Centrum,BU05370504,Centrum,96.3,5,1,split
BU05370505,Midden,BU05370505,Midden,95.3,7,1,split
BU05370506,Zuid-West,BU05370506,Zuid-West,94.1,6,1,split
BU05370507,Zuid-Oost,BU05370508,Zuid-Oost,53.6,6,1,split
BU05370601,Noordduinen,BU05370601,Noordduinen,97.1,5,1,split
BU05370602,Zuidduinen,BU05370602,Zuidduinen,99.4,5,1,unchanged
BU05370603,Zanderij Westerbaan,BU05370306,Zanderij,89.0,5,1,split
BU05370604,De Mient en Kooltuin,BU05370604,De Mient en Kooltuin,98.7,6,1,split
BU05370700,Rijnsburg,BU05370706,De Hoek,24.6,10,1,split
BU05370701,Valkenburgerweg,BU05370701,Kleipetten,46.3,6,1,split
BU05370708,Polder Kamphuizen,BU05370708,Kamphuizerpolder,72.8,6,1,split
BU05370709,Verspreide huizen Rijnsburg,BU05370709,Rijnsburg-Noord,100.0,1,1,unchanged
BU05370800,Valkenburg,BU05370800,Dorp,48.4,3,1,split
BU05370808,Verspreide huizen Ommedijkse Polder,BU05370808,Valkenburgse Meer,96.9,2,1,split
BU05370809,Overige verspreide huizen Valkenburg,BU05370809,Overige verspreide huizen Valkenburg,87.5,6,1,split
BU05379998,,BU05379998,Buitenwater,94.3,4,1,split
BU05420000,Oud Krimpen,BU05420000,Oud Krimpen,100.0,1,1,unchanged
BU05420001,Kortland-Noord,BU05420001,Kortland-Noord,100.0,1,1,unchanged
BU05420002,Kortland-Zuid,BU05420002,Kortland-Zuid,100.0,1,1,unchanged
BU05420003,Boveneind,BU05420003,Boveneind,100.0,1,1,unchanged
BU05420004,Langeland,BU05420004,Langeland,100.0,1,1,unchanged
BU05420005,Lansingh-Zuid,BU05420005,Lansingh-Zuid,100.0,1,1,unchanged
BU05450001,Leerdam-Centrum,BU19612601,Leerdam centrum zuid,49.6,8,1,split
BU05450002,Leerdam-West,BU19612901,Leerdam buitengebied,21.0,11,3,merged
BU05450003,Leerdam-Oost,BU19612702,Oranjebuurt-Zuid,44.8,5,1,split
BU05450004,Leerdam-Noord,BU19612901,Leerdam buitengebied,63.0,7,3,merged
BU05450005,Verspreide huizen Leerdam,BU19612901,Leerdam buitengebied,93.4,8,3,merged
BU05450006,Kedichem,BU19611401,Kedichem buitengebied,84.2,4,1,split
BU05450007,Schoonrewoerd,BU19613101,Schoonrewoerd buitengebied,95.5,3,1,split
BU05460000,Pieterswijk,BU05460000,Pieterswijk,100.0,1,1,unchanged
BU05460001,Academiewijk,BU05460001,Academiewijk,100.0,1,1,unchanged
BU05460002,Levendaal-West,BU05460002,Levendaal-West,100.0,1,1,unchanged
BU05460003,Levendaal-Oost,BU05460003,Levendaal-Oost,100.0,1,1,unchanged
BU05460100,De Camp,BU05460100,De Camp,100.0,1,1,unchanged
BU05460101,Marewijk,BU05460101,Marewijk,100.0,1,1,unchanged
BU05460102,Pancras-West,BU05460102,Pancras-West,100.0,1,1,unchanged
BU05460103,Pancras-Oost,BU05460103,Pancras-Oost,100.0,1,1,unchanged
BU05460104,d'Oude Morsch,BU05460104,d'Oude Morsch,100.0,1,1,unchanged
BU05460105,Noordvest,BU05460105,Noordvest,100.0,1,1,unchanged
BU05460106,Havenwijk-Noord,BU05460106,Havenwijk-Noord,100.0,1,1,unchanged
BU05460107,Havenwijk-Zuid,BU05460107,Havenwijk-Zuid,100.0,1,1,unchanged
BU05460108,Molenbuurt,BU05460108,Molenbuurt,100.0,1,1,unchanged
BU05460109,De Waard,BU05460109,De Waard,100.0,1,1,unchanged
BU05460200,Stationskwartier,BU05460200,Stationskwartier,100.0,1,1,unchanged
BU05460300,Groenoord,BU05460300,Groenoord,100.0,1,1,unchanged
BU05460301,Noorderkwartier,BU05460301,Noorderkwartier,100.0,1,1,unchanged
BU05460302,De Kooi,BU05460302,De Kooi,100.0,1,1,unchanged
BU05460400,Meerburg,BU05460400,Meerburg,100.0,1,1,unchanged
BU05460401,Rijndijkbuurt,BU05460401,Rijndijkbuurt,100.0,1,1,unchanged
BU05460402,Professorenwijk-Oost,BU05460402,Professorenwijk-Oost,100.0,1,1,unchanged
BU05460403,Burgemeesterswijk,BU05460403,Burgemeesterswijk,100.0,1,1,unchanged
BU05460404,Professorenwijk-West,BU05460404,Professorenwijk-West,100.0,1,1,unchanged
BU05460405,Tuinstadwijk,BU05460405,Tuinstadwijk,100.0,1,1,unchanged
BU05460406,Cronestein,BU05460406,Cronestein,100.0,1,1,unchanged
BU05460407,Klein Cronestein,BU05460407,Klein Cronestein,100.0,1,1,unchanged
BU05460408,Roomburg,BU05460408,Roomburg,100.0,1,1,unchanged
BU05460409,Waardeiland,BU05460409,Waardeiland,100.0,1,1,unchanged
BU05460500,Vreewijk,BU05460500,Vreewijk,100.0,1,1,unchanged
BU05460501,Haagweg-Noord,BU05460501,Haagweg-Noord,100.0,1,1,unchanged
BU05460502,Gasthuiswijk,BU05460502,Gasthuiswijk,100.0,1,1,unchanged
BU05460503,Fortuinwijk-Noord,BU05460503,Fortuinwijk-Noord,100.0,1,1,unchanged
BU05460504,Boshuizen,BU05460504,Boshuizen,100.0,1,1,unchanged
BU05460505,Oostvliet,BU05460505,Oostvliet,100.0,1,1,unchanged
BU05460506,Haagweg-Zuid,BU05460506,Haagweg-Zuid,100.0,1,1,unchanged
BU05460507,Fortuinwijk-Zuid,BU05460507,Fortuinwijk-Zuid,100.0,2,1,unchanged
BU05460600,Transvaalbuurt,BU05460600,Transvaalbuurt,100.0,1,1,unchanged
BU05460601,Lage Mors,BU05460601,Lage Mors,100.0,1,1,unchanged
BU05460602,Hoge Mors,BU05460602,Hoge Mors,100.0,1,1,unchanged
BU05460700,Pesthuiswijk,BU05460700,Pesthuiswijk,100.0,1,1,unchanged
BU05460701,Houtkwartier,BU05460701,Houtkwartier,100.0,1,1,unchanged
BU05460702,Raadsherenbuurt,BU05460702,Raadsherenbuurt,100.0,1,1,unchanged
BU05460703,Vogelwijk,BU05460703,Vogelwijk,100.0,1,1,unchanged
BU05460704,Leeuwenhoek,BU05460704,Leeuwenhoek,100.0,1,1,unchanged
BU05460800,Slaaghwijk,BU05460800,Slaaghwijk,100.0,1,1,unchanged
BU05460801,Zijlwijk-Zuid,BU05460801,Zijlwijk-Zuid,100.0,1,1,unchanged
BU05460802,Zijlwijk-Noord,BU05460802,Zijlwijk-Noord,100.0,1,1,unchanged
BU05460803,Merenwijk-Centrum,BU05460803,Merenwijk-Centrum,100.0,1,1,unchanged
BU05460804,Leedewijk-Zuid,BU05460804,Leedewijk-Zuid,100.0,1,1,unchanged
BU05460805,Leedewijk-Noord,BU05460805,Leedewijk-Noord,100.0,1,1,unchanged
BU05460900,Schenkwijk,BU05460900,Schenkwijk,100.0,1,1,unchanged
BU05460901,Kloosterhof,BU05460901,Kloosterhof,100.0,1,1,unchanged
BU05460902,Dobbewijk-Noord,BU05460902,Dobbewijk-Noord,100.0,1,1,unchanged
BU05460903,Dobbewijk-Zuid,BU05460903,Dobbewijk-Zuid,100.0,1,1,unchanged
BU05470000,Kerkwijk,BU05470000,Kerkwijk,99.5,4,1,unchanged
BU05470001,Ouderzorg inclusief De Houtkamp,BU05470001,Ouderzorg,94.8,7,1,split
BU05470002,Zijlkwartier,BU05470002,Zijlkwartier,94.6,4,1,split
BU05470003,De Vogelwijk,BU05470003,De Vogelwijk,93.9,4,1,split
BU05470004,De Baanderij,BU05470004,De Baanderij,88.3,5,1,split
BU05470005,De Schansen,BU05470005,Schansen en Dreven,95.0,4,1,split
BU05470006,Winkelhof,BU05470006,Winkelhof,95.2,2,1,split
BU05470007,Binnenhof,BU05470007,Binnenhof,97.2,2,1,split
BU05470008,Voorhof,BU05470008,Voorhof,99.7,2,1,unchanged
BU05470009,Elizabethhof,BU05470009,Elisabethhof,97.5,3,1,split
BU05470100,Oranjewijk,BU05470100,Oranjewijk,91.5,5,1,split
BU05470101,Doeskwartier,BU05470101,Doeskwartier,78.9,4,1,split
BU05470109,Verspreide huizen,BU05470103,Buitengebied,72.6,15,1,split
BU05470200,Buitenhof-Oost-Zuid,BU05470201,Buitenhof-Oost-Zuid,96.4,4,1,split
BU05470201,Buitenhof-Midden-West,BU05470202,Buitenhof-Midden-West,94.1,3,1,split
BU05470202,Leyhof,BU05470203,Leyhof,98.0,6,1,split
BU05530100,De Loosters,BU05530405,Buitengebied,99.5,10,3,recoded
BU05530200,Halfweg,BU05530401,Halfweg,99.9,2,1,recoded
BU05530300,Meer en Duin,BU05530101,Meer en Duin,99.8,2,1,recoded
BU05530400,De Blinkerd,BU05530103,De Blinkerd,99.8,4,1,recoded
BU05530500,Meerenburgh,BU05530102,Meerenburgh,98.9,4,1,split
BU05530600,Oranjewijk,BU05530104,Oranjebuurt,99.7,4,1,recoded
BU05530700,Zeeheldenwijk,BU05530105,Zeeheldenbuurt,99.8,4,1,recoded
BU05530800,Bloemenwijk,BU05530205,Bloemenbuurt,99.8,3,1,recoded
BU05530900,Centrum,BU05530203,Het Vierkant,58.8,6,1,split
BU05531000,Berkhout,BU05530201,Berkhout,99.8,6,1,recoded
BU05531100,Van Rijckevorsel,BU05530204,Van Rijckevorsel,99.8,3,1,recoded
BU05531200,Componistenwijk,BU05530303,Componistenbuurt,99.8,3,1,recoded
BU05531300,Schilderswijk,BU05530304,Schildersbuurt,99.7,3,1,recoded
BU05531400,Vogelwijk,BU05530302,Vogelbuurt,99.9,6,1,recoded
BU05531500,Dever,BU05530301,Dever,98.0,4,1,split
BU05531600,Geestwater,BU05530305,Geestwater,61.9,3,1,split
BU05531700,Vrouwenpolder,BU05530306,Vrouwenpolder,99.8,5,1,recoded
BU05531800,Lisse Rond,BU05530307,Lisse Rond,99.8,3,1,recoded
BU05531900,De Engel,BU05530402,De Engel,57.5,2,1,split
BU05532000,Ter Beek,BU05530405,Buitengebied,50.6,3,3,merged
BU05532100,Roovers Broek,BU05530405,Buitengebied,95.4,3,3,merged
BU05560101,Taanschuurpolder,BU05560101,Taanschuurpolder,100.0,1,1,unchanged
BU05560201,Vertobuurt,BU05560201,Vertobuurt,100.0,1,1,unchanged
BU05560202,Bloemenbuurt,BU05560202,Bloemenbuurt,100.0,1,1,unchanged
BU05560203,Bomendal,BU05560203,Bomendal,100.0,1,1,unchanged
BU05560301,Sluispolder Oost,BU05560301,Sluispolder Oost,100.0,1,1,unchanged
BU05560302,Sluispolder West,BU05560302,Sluispolder West,100.0,1,1,unchanged
BU05560303,Binnenstad,BU05560303,Binnenstad,100.0,1,1,unchanged
BU05560401,Kapelpolder,BU05560401,Kapelpolder,100.0,1,1,unchanged
BU05560402,Componistenbuurt,BU05560402,Componistenbuurt,100.0,1,1,unchanged
BU05560403,Koningshoek,BU05560403,Koningshoek,100.0,1,1,unchanged
BU05560404,Het Balkon,BU05560404,Het Balkon,100.0,1,1,unchanged
BU05560405,Nieuwe waterweg,BU05560405,Nieuwe waterweg,100.0,1,1,unchanged
BU05560501,Vogelbuurt,BU05560501,Vogelbuurt,100.0,1,1,unchanged
BU05560502,Burgemeesterswijk,BU05560502,Burgemeesterswijk,100.0,1,1,unchanged
BU05560601,Steendijkpolder Noord,BU05560601,Steendijkpolder Noord,100.0,1,1,unchanged
BU05560602,Steendijkpolder Zuid,BU05560602,Steendijkpolder Zuid,100.0,1,1,unchanged
BU05560701,Zuidbuurt,BU05560701,Zuidbuurt,100.0,1,1,unchanged
BU05560702,De Dijk,BU05560702,De Dijk,100.0,1,1,unchanged
BU05560801,Wilgenrijk,BU05560801,Wilgenrijk,100.0,1,1,unchanged
BU05690000,Nieuwkoop,BU05690103,Nieuwkoop Lintbebouwing,76.2,5,1,split
BU05690001,Noorden (gedeeltelijk),BU05690309,Noorden Lintbebouwing,77.8,5,1,split
BU05690002,Nieuwveenseweg,BU05690105,Bedrijventerrein Nieuwkoop,95.8,3,1,split
BU05690003,Uitbreiding dorpskern Nieuwkoop,BU05690101,Nieuwkoop,94.2,4,1,split
BU05690004,Achttienhoven,BU05690513,Achttienhoven,99.5,4,1,recoded
BU05690005,Uitbreiding dorpskern Noorden,BU05690308,De Kuil,98.8,4,1,split
BU05690006,Woerdense Verlaat,BU05690512,Woerdense Verlaat,99.4,3,1,recoded
BU05690008,Verspreide huizen in het Noorden,BU05690104,Nieuwkoop Buitengebied West,51.1,11,1,split
BU05690009,Verspreide huizen en Nieuwkoop Plassengebied,BU05690102,Nieuwkoop Nieuwkoopse Plassen,69.6,6,1,split
BU05690100,Nieuwveen,BU05690920,Nieuwveen,93.3,6,1,split
BU05690101,Schoterveld,BU05690926,Schoterveld,95.9,3,1,split
BU05690104,Vrouwenakker,BU05690924,Nieuwveen Buitengebied Vrouwenakker,67.6,4,1,split
BU05690108,Verspreide huizen in het Oosten en Zuiden,BU05690921,Nieuwveen Buitengebied Oost,44.0,11,1,split
BU05690109,Verspreide huizen in het Noorden,BU05690925,Nieuwveens Jaagpad,56.5,5,1,split
BU05690200,Zevenhoven,BU05690614,Zevenhoven,61.9,4,1,split
BU05690201,Noordse Dorp,BU05690410,Noordse Dorp,61.0,3,1,split
BU05690202,Recreatiegebied,BU05690617,Zevenhoven Recreatiegebied,99.6,3,1,recoded
BU05690203,Noordse Buurt,BU05690411,Noordse Buurt,96.8,3,1,split
BU05690208,Verspreide huizen in het Westen,BU05690616,Zevenhoven Buitengebied West,96.5,9,1,split
BU05690209,Verspreide huizen in het Oosten,BU05690615,Zevenhoven Buitengebied Oost,71.5,9,1,split
BU05690300,Ter Aar (buitengebied),BU05691028,Ter Aar Buitengebied,89.3,8,1,split
BU05690301,Langeraar,BU05691236,Langeraar Lintbebouwing,80.1,4,1,split
BU05690302,Papenveer,BU05691337,Papenveer,99.2,7,1,recoded
BU05690303,Korteraar,BU05691132,Korteraar,91.2,5,1,split
BU05690305,Ter Aar-Centrum (voorheen Aardam),BU05691029,Aardam West,84.6,3,1,split
BU05690306,Langeraar-Nieuwbouw,BU05691235,Langeraar,88.5,2,1,split
BU05690309,Verspreide huizen Ter Aar,BU05691133,Korteraar Buitengebied Oost,84.6,8,1,split
BU05750000,Dorpskern,BU05750112,Offem,20.5,15,1,split
BU05750001,Beeklaan-kwartier,BU05750203,Buitengebied Noordwijk Zuid,35.1,9,3,merged
BU05750002,Boerenburg en Grashoek,BU05750204,Buitengebied Noordwijk Noord,34.4,8,3,merged
BU05750004,Estec,BU05750201,Space Campus / 's-Gravendijck,99.8,2,1,recoded
BU05750005,Dr. Mr. W. van den Berghstichting,BU05750200,Noordwijkerduin,94.1,3,1,split
BU05750009,Verspreide huizen Zuiden en Oosten,BU05750203,Buitengebied Noordwijk Zuid,79.5,7,3,merged
BU05750100,Dorpskern,BU05750004,Zeeheldenbuurt,40.7,8,1,split
BU05750101,Villawijk-Zuid,BU05750203,Buitengebied Noordwijk Zuid,58.3,10,3,merged
BU05750102,De Noord,BU05750204,Buitengebied Noordwijk Noord,67.9,8,3,merged
BU05750108,Sancta Maria,BU05750205,Sancta Maria Noordwijk,97.7,2,1,split
BU05750109,Verspreide huizen Langeveld,BU05750204,Buitengebied Noordwijk Noord,99.6,5,3,recoded
BU05759998,,BU05759998,Buitenwater,97.8,3,1,split
BU05760000,Noordwijkerhout,BU05750301,In den Houte,16.7,12,1,split
BU05760001,Kleine Zilk,BU05750501,Buitengebied De Zilk,75.1,4,2,merged
BU05760002,Grote Zilk,BU05750501,Buitengebied De Zilk,86.5,3,2,merged
BU05760008,Verspreide huizen ten zuiden van de gemeente,BU05750401,Buitengebied Noordwijkerhout,99.2,7,2,recoded (gemeente change)
BU05760009,Verspreide huizen in het Centrum,BU05750401,Buitengebied Noordwijkerhout,89.4,12,2,merged
BU05790001,Rhijngeest,BU05790101,De Geesten,99.5,3,1,recoded
BU05790002,Rijnfront,BU05790501,Nieuw-Rhijngeest,96.2,2,1,split
BU05790003,Buitengebied,BU05790401,Buitengebied,92.7,6,1,split
BU05790011,Oranje Nassau,BU05790102,Oranje Nassau,99.0,4,1,split
BU05790012,Oudenhof,BU05790301,Abtspoel,61.0,6,1,split
BU05790013,Bloemenbuurt,BU05790203,Bloemenbuurt,61.1,7,1,split
BU05790014,Voscuyl,BU05790201,Voscuyl,70.6,7,1,split
BU05790015,Buitenlust,BU05790502,Buitenlust,84.6,3,1,split
BU05790021,Haaswijk-West,BU05790402,Haaswijk-West,98.6,3,1,split
BU05790022,Haaswijk-Oost,BU05790403,Haaswijk-Oost,96.8,3,1,split
BU05790023,De Morsebel,BU05790404,De Morsebel,92.7,3,1,split
BU05790024,Poelgeest,BU05790302,Poelgeest,98.3,2,1,split
